#HF (MHz) | B0 (mT) glicerina
18.5581	14.5 0.005 0.2
18.4478	14.4 0.005 0.1
18.3323	14.4 0.005 0.1
18.1923	14.3 0.005 0.1
18.0460	14.2 0.005 0.1
17.8951	14.1 0.005 0.1
17.5206	13.8 0.005 0.2
17.3735	13.6 0.005 0.2
