#HF (MHz) | B0 (mT) Crema dental
17.7524	23.0 0.005 1
17.6913	22.7 0.005 1
17.5023	22.6 0.005 1
17.3644	22.4 0.005 1
17.1051	22.1 0.005 1
16.9295	21.8 0.005 1
