#HF (MHz) | B0 (mT) teflon
18.0778	24.61 0.005 1
18.0098	24.45 0.005 1
17.7861	24.25 0.005 1
17.5930	24.10 0.005 1
17.4846	23.72 0.005 1
17.3046	23.84 0.005 1
17.1009	23.28 0.005 1
